updated_info,count
Standard query  AAAA ads.us.e-planning.net,1
Standard query  A bidder.criteo.com,1
Standard query response  AAAA googleads4.g.doubleclick.net CNAME pagead.l.doubleclick.net SOA ns1.google.com,1
Standard query response  AAAA ad.atdmt.com CNAME geo.atlassbx.com CNAME atlas.c10r.facebook.com AAAA 2a03:2880:f019:106:face:b00c:0:8c,1
Standard query  A ap.lijit.com,1
Standard query response  A unibots.warw.in CNAME api-server-927803428.ap-south-1.elb.amazonaws.com A 3.7.131.42 A 3.6.217.211,1
Standard query response  A fw.adsafeprotected.com CNAME aufw.adsafeprotected.com CNAME firewall-external-760883286.ap-southeast-2.elb.amazonaws.com A 13.238.187.36 A 52.63.199.241 A 3.25.28.157,1
Standard query response  AAAA fw.adsafeprotected.com CNAME aufw.adsafeprotected.com CNAME firewall-external-760883286.ap-southeast-2.elb.amazonaws.com SOA ns-99.awsdns-12.com,1
Standard query  A unibots.warw.in,1
Standard query  AAAA unibots.warw.in,1
Standard query  A s0.2mdn.net,1
Standard query  AAAA s0.2mdn.net,1
Standard query response  AAAA unibots.warw.in CNAME api-server-927803428.ap-south-1.elb.amazonaws.com SOA ns-329.awsdns-41.com,1
Standard query response  A ad.atdmt.com CNAME geo.atlassbx.com CNAME atlas.c10r.facebook.com A 157.240.8.7,1
Standard query  A ad.atdmt.com,1
Standard query  AAAA ad.atdmt.com,1
Standard query response  A s0.2mdn.net CNAME s0-2mdn-net.l.google.com A 142.250.66.230,1
Standard query response  AAAA s0.2mdn.net CNAME s0-2mdn-net.l.google.com AAAA 2404:6800:4006:810::2006,1
Standard query  A googleads4.g.doubleclick.net,1
Standard query  AAAA googleads4.g.doubleclick.net,1
Standard query  AAAA bidder.criteo.com,1
Standard query  AAAA ap.lijit.com,1
Standard query  TXT id.server OPT,1
Standard query response  A hb.emxdgt.com A 52.9.210.145 A 54.183.163.145 A 54.67.1.64 A 54.67.120.222 A 54.219.127.22 A 54.219.109.53,1
Standard query response  AAAA ads.servenobid.com,1
Standard query response  A ib.adnxs.com CNAME g.geogslb.com CNAME ib.sin1.geoadnxs.com A 103.43.90.181 A 103.43.90.180 A 103.43.90.53 A 103.43.90.19 A 103.43.90.54 A 103.43.90.179 A 103.43.90.21 A 103.43.90.20,1
Standard query  A hb.emxdgt.com,1
Standard query  AAAA hb.emxdgt.com,1
Standard query response  A fastlane.rubiconproject.com CNAME optimized-by.rubiconproject.net.akadns.net CNAME perf-optimized-by.rubiconproject.net.akadns.net A 69.173.159.49 A 69.173.159.50 A 69.173.159.63 A 69.173.159.48,1
Standard query response  AAAA fastlane.rubiconproject.com CNAME optimized-by.rubiconproject.net.akadns.net CNAME perf-optimized-by.rubiconproject.net.akadns.net SOA internal.akadns.net,1
Standard query response  AAAA hb.emxdgt.com SOA ns-1396.awsdns-46.org,1
Standard query response  AAAA ssc.33across.com CNAME chi.ssc.33across.com SOA ns1.p23.dynect.net,1
Standard query response  AAAA ap.lijit.com CNAME vap.lijit.com SOA ns1.p15.dynect.net,1
"Echo (ping) reply    id=, /59262,  (request in 12932)",1
Standard query response  AAAA yieldbird-d.openx.net SOA dns1.p04.nsone.net,1
Standard query  A sc.iasds01.com,1
Standard query  AAAA sc.iasds01.com,1
[TCP Dup ACK 106403#1]  [ACK],1
Standard query response  A ads.servenobid.com A 54.213.87.45 A 100.20.136.126,1
Standard query response  A ssc.33across.com CNAME chi.ssc.33across.com A 67.202.110.24,1
[TCP Dup ACK 12624#3]  [<None>],1
Standard query  AAAA yieldbird-d.openx.net,1
"Echo (ping) reply    id=, /59262,",1
Standard query response  A ads.us.e-planning.net A 107.160.33.186,1
Standard query response  AAAA ads.us.e-planning.net SOA ns-863.awsdns-43.net,1
Standard query response  A bidder.criteo.com CNAME bidder.criteo.com.cdn.cloudflare.net A 104.18.7.124 A 104.18.6.124,1
Standard query response  AAAA bidder.criteo.com CNAME bidder.criteo.com.cdn.cloudflare.net SOA ns1.cloudflare.net,1
Standard query  A yieldbird-d.openx.net,1
Standard query response  A ap.lijit.com CNAME vap.lijit.com A 209.191.163.210 A 209.191.163.209,1
Standard query  AAAA fastlane.rubiconproject.com,1
Standard query  A ssc.33across.com,1
Standard query  AAAA ssc.33across.com,1
Standard query response  A ads.servenobid.com A 100.20.136.126 A 54.213.87.45,1
Standard query response  AAAA ads.servenobid.com SOA ns-396.awsdns-49.com,1
Standard query response  A yieldbird-d.openx.net A 35.244.159.8,1
Standard query  A fastlane.rubiconproject.com,1
Standard query response  AAAA accounts.google.com AAAA 2404:6800:4006:804::200d,1
[TCP Dup ACK 108428#1]  [ACK],1
Standard query response  Refused TXT id.server OPT,1
[TCP Dup ACK 110532#1]  [ACK],1
[TCP Dup ACK 110433#1]  [ACK],1
[TCP Dup ACK 110435#1]  [ACK],1
[TCP Dup ACK 110444#1]  [ACK],1
[TCP Dup ACK 110450#1]  [ACK],1
[TCP Dup ACK 110503#1]  [ACK],1
[TCP Dup ACK 110508#1]  [ACK],1
[TCP Dup ACK 110584#1]  [ACK],1
Standard query  A static.criteo.net,1
[TCP Dup ACK 110593#1]  [ACK],1
[TCP Dup ACK 110599#1]  [ACK],1
[TCP Dup ACK 110627#1]  [ACK],1
[TCP Dup ACK 110636#1]  [ACK],1
[TCP Dup ACK 110642#1]  [ACK],1
[TCP Dup ACK 110659#1]  [ACK],1
[TCP Dup ACK 110411#1]  [ACK],1
[TCP Dup ACK 110402#1]  [ACK],1
[TCP Dup ACK 110380#1]  [ACK],1
[TCP Dup ACK 110333#1]  [ACK],1
[TCP Dup ACK 110303#1]  [ACK],1
[TCP Dup ACK 110294#1]  [ACK],1
[TCP Dup ACK 110259#1]  [ACK],1
[TCP Dup ACK 110231#1]  [ACK],1
[TCP Dup ACK 110198#1]  [ACK],1
[TCP Dup ACK 110177#1]  [ACK],1
[TCP Dup ACK 110172#1]  [ACK],1
[TCP Dup ACK 110137#1]  [ACK],1
[TCP Dup ACK 110132#1]  [ACK],1
[TCP Dup ACK 110111#1]  [ACK],1
[TCP Dup ACK 110106#1]  [ACK],1
[TCP Dup ACK 110088#1]  [ACK],1
[TCP Dup ACK 110083#1]  [ACK],1
[TCP Dup ACK 110668#1]  [ACK],1
[TCP Dup ACK 110709#1]  [ACK],1
"Echo (ping) request  id=, /59262,  (reply in 12935)",1
[TCP Dup ACK 110955#1]  [ACK],1
[TCP Dup ACK 111166#1]  [ACK],1
[TCP Dup ACK 111157#1]  [ACK],1
[TCP Dup ACK 111133#1]  [ACK],1
[TCP Dup ACK 111124#1]  [ACK],1
[TCP Dup ACK 111103#1]  [ACK],1
[TCP Dup ACK 111097#1]  [ACK],1
[TCP Dup ACK 111086#2]  [ACK],1
[TCP Dup ACK 111086#1]  [ACK],1
[TCP Dup ACK 111050#1]  [ACK],1
[TCP Dup ACK 111044#1]  [ACK],1
[TCP Dup ACK 111035#1]  [ACK],1
[TCP Dup ACK 111011#1]  [ACK],1
[TCP Dup ACK 110999#2]  [ACK],1
[TCP Dup ACK 110999#1]  [ACK],1
[TCP Dup ACK 110944#2]  [ACK],1
[TCP Dup ACK 110709#2]  [ACK],1
[TCP Dup ACK 110944#1]  [ACK],1
[TCP Dup ACK 110922#1]  [ACK],1
[TCP Dup ACK 110917#1]  [ACK],1
[TCP Dup ACK 110908#1]  [ACK],1
[TCP Dup ACK 110867#2]  [ACK],1
[TCP Dup ACK 110867#1]  [ACK],1
[TCP Dup ACK 110862#1]  [ACK],1
[TCP Dup ACK 110853#1]  [ACK],1
[TCP Dup ACK 110829#1]  [ACK],1
[TCP Dup ACK 110784#1]  [ACK],1
[TCP Dup ACK 110778#1]  [ACK],1
[TCP Dup ACK 110751#1]  [ACK],1
[TCP Dup ACK 110745#1]  [ACK],1
[TCP Dup ACK 110720#1]  [ACK],1
[TCP Dup ACK 110048#1]  [ACK],1
[TCP Dup ACK 110030#1]  [ACK],1
[TCP Dup ACK 110024#1]  [ACK],1
[TCP Dup ACK 108801#1]  [ACK],1
[TCP Dup ACK 108883#1]  [ACK],1
[TCP Dup ACK 108974#1]  [ACK],1
[TCP Dup ACK 108927#1]  [ACK],1
[TCP Dup ACK 108635#1]  [ACK],1
[TCP Dup ACK 108631#1]  [ACK],1
[TCP Dup ACK 108920#1]  [ACK],1
[TCP Dup ACK 108806#1]  [ACK],1
[TCP Dup ACK 101420#1]  [ACK],1
[TCP Dup ACK 108880#1]  [ACK],1
[TCP Dup ACK 108802#1]  [ACK],1
[TCP Dup ACK 108799#1]  [ACK],1
[TCP Dup ACK 108798#1]  [ACK],1
[TCP Dup ACK 108797#1]  [ACK],1
[TCP Dup ACK 108800#1]  [ACK],1
[TCP Dup ACK 104617#1]  [ACK],1
[TCP Dup ACK 108968#1]  [ACK],1
[TCP Dup ACK 107766#1]  [ACK],1
[TCP Dup ACK 104854#1]  [ACK],1
[TCP Dup ACK 108803#1]  [ACK],1
[TCP Dup ACK 106635#1]  [ACK],1
[TCP Dup ACK 108808#1]  [ACK],1
[TCP Dup ACK 106539#1]  [ACK],1
[TCP Dup ACK 108630#1]  [ACK],1
[TCP Dup ACK 106709#1]  [ACK],1
[TCP Dup ACK 108627#1]  [ACK],1
[TCP Dup ACK 108492#1]  [ACK],1
Standard query  A fw.adsafeprotected.com,1
Standard query response  AAAA static.criteo.net CNAME static.hk5.vip.prod.criteo.net AAAA 2406:2600:1::4,1
Standard query response  A static.criteo.net CNAME static.hk5.vip.prod.criteo.net A 182.161.72.131 A 182.161.72.140,1
Standard query  AAAA static.criteo.net,1
[TCP Dup ACK 108933#1]  [ACK],1
[TCP Dup ACK 108975#1]  [ACK],1
[TCP Dup ACK 109987#1]  [ACK],1
[TCP Dup ACK 109596#1]  [ACK],1
[TCP Dup ACK 109982#1]  [ACK],1
[TCP Dup ACK 109957#1]  [ACK],1
[TCP Dup ACK 109914#1]  [ACK],1
[TCP Dup ACK 109908#1]  [ACK],1
[TCP Dup ACK 109883#1]  [ACK],1
[TCP Dup ACK 109878#1]  [ACK],1
[TCP Dup ACK 109839#1]  [ACK],1
[TCP Dup ACK 109834#1]  [ACK],1
[TCP Dup ACK 109825#1]  [ACK],1
[TCP Dup ACK 109804#1]  [ACK],1
[TCP Dup ACK 109782#1]  [ACK],1
[TCP Dup ACK 109701#1]  [ACK],1
[TCP Dup ACK 109653#1]  [ACK],1
[TCP Dup ACK 109628#1]  [ACK],1
[TCP Dup ACK 109591#1]  [ACK],1
[TCP Dup ACK 109138#1]  [ACK],1
[TCP Dup ACK 109570#1]  [ACK],1
[TCP Dup ACK 109552#1]  [ACK],1
[TCP Dup ACK 109524#1]  [ACK],1
[TCP Dup ACK 109471#1]  [ACK],1
[TCP Dup ACK 109464#1]  [ACK],1
[TCP Dup ACK 109396#1]  [ACK],1
[TCP Dup ACK 109391#1]  [ACK],1
[TCP Dup ACK 109360#1]  [ACK],1
[TCP Dup ACK 109340#1]  [ACK],1
[TCP Dup ACK 109292#1]  [ACK],1
[TCP Dup ACK 109272#1]  [ACK],1
[TCP Dup ACK 109202#1]  [ACK],1
[TCP Dup ACK 109182#1]  [ACK],1
[TCP Dup ACK 109156#1]  [ACK],1
Standard query  AAAA fw.adsafeprotected.com,1
Standard query response  A www.google-analytics.com CNAME www-google-analytics.l.google.com A 142.250.66.174,1
Standard query response  AAAA tpc.googlesyndication.com AAAA 2404:6800:4006:80e::2001,1
[<None>],1
"Echo (ping) request  id=, /10241,  (reply in 8346)",1
"Echo (ping) reply    id=, /9985,  (request in 8342)",1
"Echo (ping) request  id=, /9985,  (reply in 8343)",1
"U, func=Unknown; DSAP ISO Network Layer (OSLAN 1) Individual, SSAP  Response",1
Standard query  A snippets.cdn.mozilla.net,1
[TCP Dup ACK 94531#1]  [ACK],1
[TCP Dup ACK 94497#1]  [ACK],1
[TCP Dup ACK 99883#1]  [ACK],1
[TCP Dup ACK 96946#1]  [ACK],1
Standard query  A mail-attachment.googleusercontent.com,1
Standard query  AAAA mail-attachment.googleusercontent.com,1
Standard query response  A mail-attachment.googleusercontent.com CNAME googlehosted.l.googleusercontent.com A 216.58.196.129,1
Standard query response  AAAA mail-attachment.googleusercontent.com CNAME googlehosted.l.googleusercontent.com AAAA 2404:6800:4006:805::2001,1
[TCP Dup ACK 99202#1]  [ACK],1
Standard query  AAAA snippets.cdn.mozilla.net,1
"Echo (ping) reply    id=, /10241,  (request in 8344)",1
Standard query response  A snippets.cdn.mozilla.net CNAME d228z91au11ukj.cloudfront.net A 13.32.73.101 A 13.32.73.39 A 13.32.73.78 A 13.32.73.113,1
Standard query response  AAAA snippets.cdn.mozilla.net CNAME d228z91au11ukj.cloudfront.net SOA ns-889.awsdns-47.net,1
"[SYN, ECN, CWR, Reserved]",1
"Echo (ping) request  id=, /9985,  (no response found!)",1
"Echo (ping) request  id=, /10241,  (no response found!)",1
[TCP Port numbers reused]  [SYN],1
"Echo (ping) request  id=, /10241,  (reply in 12630)",1
"Echo (ping) request  id=, /9985,  (reply in 12629)",1
[TCP Dup ACK 94573#1]  [ACK],1
Standard query response  AAAA ogs.google.com CNAME www3.l.google.com AAAA 2404:6800:4006:80b::200e,1
Standard query response  A ogs.google.com CNAME www3.l.google.com A 172.217.167.110,1
Standard query response  AAAA www.mozilla.org CNAME www.mozilla.org.cdn.cloudflare.net AAAA 2606:4700::6810:8fe4 AAAA 2606:4700::6810:8ee4,1
Standard query response  AAAA adservice.google.com CNAME pagead46.l.doubleclick.net AAAA 2404:6800:4006:804::2002,1
Standard query  AAAA ogs.google.com,1
Standard query  A ogs.google.com,1
[TCP Dup ACK 99211#1]  [ACK],1
[TCP Dup ACK 99218#1]  [ACK],1
GET / HTTP/1.1 ,1
Standard query response  A support.mozilla.org CNAME prod-tp.sumo.mozit.cloud A 34.211.9.45 A 35.160.176.220,1
[TCP Dup ACK 99886#1]  [ACK],1
[TCP Dup ACK 99887#1]  [ACK],1
[TCP Dup ACK 99882#1]  [ACK],1
[TCP Dup ACK 99801#1]  [ACK],1
Standard query response  AAAA fonts.googleapis.com AAAA 2404:6800:4006:80e::200a,1
Standard query response  A fonts.googleapis.com A 172.217.167.74,1
Standard query  AAAA fonts.googleapis.com,1
Standard query  A fonts.googleapis.com,1
"Application Data, Application Data, Application Data, Application Data, Application Data",1
Standard query response  No such name PTR 1.43.168.192.in-addr.arpa SOA localhost,1
"[TCP Retransmission]  [SYN, ACK]",1
[TCP Dup ACK 99386#1]  [ACK],1
[TCP Dup ACK 99378#1]  [ACK],1
[TCP Dup ACK 99363#1]  [ACK],1
[TCP Dup ACK 99356#1]  [ACK],1
HTTP/1.1 302 Found  (text/html),1
Standard query response  AAAA support.mozilla.org CNAME prod-tp.sumo.mozit.cloud SOA ns-1513.awsdns-61.org,1
Standard query  AAAA support.mozilla.org,1
Standard query  A support.mozilla.org,1
Standard query response  A aus5.mozilla.org CNAME balrog-aus5.r53-2.services.mozilla.com CNAME balrog-cloudfront.prod.mozaws.net A 13.32.73.6 A 13.32.73.99 A 13.32.73.94 A 13.32.73.3,1
Standard query response  AAAA aus5.mozilla.org CNAME balrog-aus5.r53-2.services.mozilla.com CNAME balrog-cloudfront.prod.mozaws.net AAAA 2600:9000:2084:2600:a:db2a:b380:93a1 AAAA 2600:9000:2084:3400:a:db2a:b380:93a1 AAAA 2600:9000:2084:4000:a:db2a:b380:93a1 AAAA 2600:9000:2084:3800:a:db2a:b380:93a1 AAAA 2600:9000:2084:6c00:a:db2a:b380:93a1 AAAA 2600:9000:2084:3600:a:db2a:b380:93a1 AAAA 2600:9000:2084:a600:a:db2a:b380:93a1 AAAA 2600:9000:2084:b200:a:db2a:b380:93a1,1
Standard query  AAAA aus5.mozilla.org,1
Standard query  A aus5.mozilla.org,1
[TCP Dup ACK 99290#1]  [ACK],1
Standard query response  AAAA status.thawte.com CNAME ocsp.digicert.com CNAME cs9.wac.phicdn.net SOA ns1.edgecastcdn.net,1
Standard query response  A status.thawte.com CNAME ocsp.digicert.com CNAME cs9.wac.phicdn.net A 117.18.237.29,1
Standard query  AAAA status.thawte.com,1
Standard query  A status.thawte.com,1
"Echo (ping) reply    id=, /9985,  (request in 12620)",1
"[FIN, SYN, PSH, URG]",1
Standard query response  A safebrowsing.google.com CNAME sb.l.google.com A 172.217.167.78,1
Standard query response  AAAA safebrowsing.google.com CNAME sb.l.google.com AAAA 2404:6800:4006:806::200e,1
[TCP ACKed unseen segment] [TCP Previous segment not captured]  [ACK],1
Standard query  AAAA forums.kali.org,1
Standard query response  AAAA bugs.kali.org SOA ns1.gandi.net,1
Standard query response  A bugs.kali.org A 192.124.249.169,1
Standard query  AAAA www.exploit-db.com,1
Standard query  A www.exploit-db.com,1
Standard query  AAAA www.offensive-security.com,1
Standard query  A www.offensive-security.com,1
Standard query response  AAAA kali.training SOA ns1.gandi.net,1
Standard query response  AAAA forums.kali.org SOA ns1.gandi.net,1
Standard query response  A forums.kali.org A 192.124.249.12,1
Standard query response  A kali.training A 192.124.249.3,1
Standard query  AAAA bugs.kali.org,1
Standard query  A bugs.kali.org,1
Standard query response  AAAA tools.kali.org SOA ns1.gandi.net,1
Standard query response  A tools.kali.org A 192.124.249.6,1
Standard query  A forums.kali.org,1
Standard query  AAAA home.pearsonvue.com,1
Standard query response  A www.kali.org A 192.124.249.10,1
"Echo (ping) reply    id=, /10241,  (request in 8361)",1
Standard query response  AAAA www.kali.org SOA ns1.gandi.net,1
Standard query  AAAA tools.kali.org,1
Standard query  A tools.kali.org,1
Standard query  AAAA kali.training,1
Standard query  A kali.training,1
Standard query  AAAA www.kali.org,1
Standard query  A www.kali.org,1
[TCP Dup ACK 94749#1]  [ACK],1
Standard query response  AAAA ocsp.digicert.com CNAME cs9.wac.phicdn.net SOA ns1.edgecastcdn.net,1
[TCP Dup ACK 94729#1]  [ACK],1
Standard query response  A self-repair.mozilla.org CNAME self-repair.r53-2.services.mozilla.com CNAME d39fl7ga3npck8.cloudfront.net A 13.32.73.124 A 13.32.73.21 A 13.32.73.22 A 13.32.73.119,1
Standard query response  AAAA self-repair.mozilla.org CNAME self-repair.r53-2.services.mozilla.com CNAME d39fl7ga3npck8.cloudfront.net AAAA 2600:9000:2084:5800:13:9d43:b600:93a1 AAAA 2600:9000:2084:6200:13:9d43:b600:93a1 AAAA 2600:9000:2084:1400:13:9d43:b600:93a1 AAAA 2600:9000:2084:8400:13:9d43:b600:93a1 AAAA 2600:9000:2084:ec00:13:9d43:b600:93a1 AAAA 2600:9000:2084:9200:13:9d43:b600:93a1 AAAA 2600:9000:2084:9000:13:9d43:b600:93a1 AAAA 2600:9000:2084:bc00:13:9d43:b600:93a1,1
Standard query  A home.pearsonvue.com,1
Standard query response  A home.pearsonvue.com CNAME pearsonproductionsite.azurewebsites.net CNAME waws-prod-blu-023.sip.azurewebsites.windows.net A 137.117.66.167,1
Standard query response  No such name PTR 1.43.168.192.in-addr.arpa,1
Standard query  A shavar.services.mozilla.com,1
"[TCP Previous segment not captured]  [FIN, PSH, URG]",1
"Echo (ping) reply    id=, /9985,  (request in 8378)",1
"Echo (ping) request  id=, /9985,  (reply in 8379)",1
"Echo (ping) request  id=, /9985,  (reply in 8366)",1
"Echo (ping) reply    id=, /10241,",1
"Echo (ping) reply    id=, /9985,",1
"Echo (ping) request  id=, /10241,  (reply in 8367)",1
[TCP Dup ACK 8358#1] [TCP ACKed unseen segment]  [ACK],1
Standard query response  AAAA www.backtrack-linux.org SOA ns1.gandi.net,1
Standard query response  A www.backtrack-linux.org A 192.124.249.8,1
[TCP Dup ACK 94665#1]  [ACK],1
"Echo (ping) reply    id=, /9985,  (request in 8360)",1
Standard query response  AAAA www.linkedin.com CNAME 2-01-2c3e-005a.cdx.cedexis.net CNAME www-linkedin-com.l-0005.l-msedge.net CNAME l-0005.l-msedge.net AAAA 2620:1ec:21::14,1
Standard query response  A www.linkedin.com CNAME 2-01-2c3e-005a.cdx.cedexis.net CNAME www-linkedin-com.l-0005.l-msedge.net CNAME l-0005.l-msedge.net A 13.107.42.14,1
Standard query  AAAA www.linkedin.com,1
Standard query response  AAAA home.pearsonvue.com CNAME pearsonproductionsite.azurewebsites.net CNAME waws-prod-blu-023.sip.azurewebsites.windows.net SOA prd1.azuredns-cloud.net,1
Standard query  A www.linkedin.com,1
Standard query response  AAAA twitter.com SOA ns1.p26.dynect.net,1
Standard query response  A twitter.com A 104.244.42.193 A 104.244.42.65,1
Standard query  AAAA shavar.services.mozilla.com,1
Standard query  AAAA twitter.com,1
Standard query  A twitter.com,1
Standard query response  AAAA www.offensive-security.com SOA ns1.gandi.net,1
Standard query response  A shavar.services.mozilla.com CNAME shavar.services.mozilla.com.edgesuite.net CNAME a1895.dscd.akamai.net A 23.40.101.73 A 23.40.101.75,1
Standard query response  AAAA shavar.services.mozilla.com CNAME shavar.services.mozilla.com.edgesuite.net CNAME a1895.dscd.akamai.net AAAA 2600:1415:8800::1728:6549 AAAA 2600:1415:8800::1728:654b,1
Standard query response  AAAA www.exploit-db.com SOA ns1.gandi.net,1
Standard query response  A www.exploit-db.com A 192.124.249.8,1
Standard query response  A www.offensive-security.com A 192.124.249.5,1
Standard query  AAAA www.backtrack-linux.org,1
Standard query  A www.backtrack-linux.org,1
[TCP Dup ACK 99888#1]  [ACK],1
[TCP Dup ACK 100943#1]  [ACK],1
Standard query response  A tpc.googlesyndication.com A 142.250.66.161,1
Standard query response  A adservice.google.com.au CNAME pagead46.l.doubleclick.net A 172.217.167.66,1
Standard query response  A cdn.jsdelivr.net CNAME cdn.jsdelivr.net.cdn.cloudflare.net A 104.16.85.20 A 104.16.87.20 A 104.16.88.20 A 104.16.86.20 A 104.16.89.20,1
Standard query response  AAAA cdn.jsdelivr.net CNAME cdn.jsdelivr.net.cdn.cloudflare.net AAAA 2606:4700::6810:5614 AAAA 2606:4700::6810:5914 AAAA 2606:4700::6810:5714 AAAA 2606:4700::6810:5814 AAAA 2606:4700::6810:5514,1
[TCP Dup ACK 103079#1]  [ACK],1
[TCP Dup ACK 103578#1]  [ACK],1
Standard query  A adservice.google.com.au,1
Standard query  AAAA adservice.google.com.au,1
Standard query response  AAAA adservice.google.com.au CNAME pagead46.l.doubleclick.net AAAA 2404:6800:4006:804::2002,1
[TCP Dup ACK 100950#1]  [ACK],1
Standard query response  AAAA adservice.google.com CNAME pagead46.l.doubleclick.net AAAA 2404:6800:4006:810::2002,1
Standard query  A googleads.g.doubleclick.net,1
Standard query  AAAA googleads.g.doubleclick.net,1
Standard query  A connect.facebook.net,1
Standard query  AAAA connect.facebook.net,1
Standard query  A partner.googleadservices.com,1
Standard query response  AAAA www.googletagmanager.com CNAME www-googletagmanager.l.google.com AAAA 2404:6800:4006:80b::2008,1
Standard query response  A www.googletagmanager.com CNAME www-googletagmanager.l.google.com A 216.58.199.40,1
Standard query response  AAAA www.statcounter.com SOA may.ns.cloudflare.com,1
Standard query response  A www.statcounter.com A 104.22.52.65 A 104.22.53.65,1
Standard query  AAAA cdn.jsdelivr.net,1
Standard query  A cdn.jsdelivr.net,1
Standard query  AAAA www.googletagmanager.com,1
Standard query  A www.googletagmanager.com,1
Standard query  AAAA www.statcounter.com,1
Standard query  A www.statcounter.com,1
Standard query response  AAAA gallery.123telugu.com CNAME d3vglg9kwl581z.cloudfront.net AAAA 2600:9000:2084:6e00:18:fcfb:41c0:93a1 AAAA 2600:9000:2084:4800:18:fcfb:41c0:93a1 AAAA 2600:9000:2084:9000:18:fcfb:41c0:93a1 AAAA 2600:9000:2084:4e00:18:fcfb:41c0:93a1 AAAA 2600:9000:2084:8800:18:fcfb:41c0:93a1 AAAA 2600:9000:2084:3400:18:fcfb:41c0:93a1 AAAA 2600:9000:2084:a600:18:fcfb:41c0:93a1 AAAA 2600:9000:2084:5800:18:fcfb:41c0:93a1,1
Standard query response  A gallery.123telugu.com CNAME d3vglg9kwl581z.cloudfront.net A 13.32.73.79 A 13.32.73.42 A 13.32.73.69 A 13.32.73.28,1
Standard query response  AAAA cdn.123telugu.com CNAME d3vglg9kwl581z.cloudfront.net AAAA 2600:9000:2084:a600:18:fcfb:41c0:93a1 AAAA 2600:9000:2084:5800:18:fcfb:41c0:93a1 AAAA 2600:9000:2084:6e00:18:fcfb:41c0:93a1 AAAA 2600:9000:2084:4800:18:fcfb:41c0:93a1 AAAA 2600:9000:2084:9000:18:fcfb:41c0:93a1 AAAA 2600:9000:2084:4e00:18:fcfb:41c0:93a1 AAAA 2600:9000:2084:8800:18:fcfb:41c0:93a1 AAAA 2600:9000:2084:3400:18:fcfb:41c0:93a1,1
Standard query response  A cdn.123telugu.com CNAME d3vglg9kwl581z.cloudfront.net A 13.32.73.42 A 13.32.73.69 A 13.32.73.28 A 13.32.73.79,1
Standard query response  AAAA www.googleadservices.com CNAME pagead.l.doubleclick.net SOA ns1.google.com,1
Standard query response  A www.googleadservices.com CNAME pagead.l.doubleclick.net A 142.250.66.162,1
Standard query  AAAA www.googleadservices.com,1
Standard query  AAAA partner.googleadservices.com,1
[TCP Dup ACK 103778#1]  [ACK],1
Standard query response  A googleads.g.doubleclick.net CNAME pagead46.l.doubleclick.net A 172.217.167.66,1
Standard query  A c.statcounter.com,1
Standard query  AAAA tpc.googlesyndication.com,1
Standard query  A tpc.googlesyndication.com,1
Standard query response  AAAA www.google-analytics.com CNAME www-google-analytics.l.google.com AAAA 2404:6800:4006:80e::200e,1
[TCP Dup ACK 94716#2]  [ACK],1
Standard query  AAAA www.google-analytics.com,1
Standard query  A www.google-analytics.com,1
"Echo (ping) reply    id=, /9985,  (request in 12638)",1
Standard query response  AAAA certify.alexametrics.com SOA ns-1591.awsdns-06.co.uk,1
Standard query response  A certify.alexametrics.com A 13.32.73.98 A 13.32.73.109 A 13.32.73.61 A 13.32.73.112,1
Standard query  AAAA certify.alexametrics.com,1
Standard query  A certify.alexametrics.com,1
Standard query response  AAAA c.statcounter.com SOA may.ns.cloudflare.com,1
Standard query response  A c.statcounter.com A 104.22.53.65 A 104.22.52.65,1
Standard query  AAAA c.statcounter.com,1
"Echo (ping) request  id=, /9985,  (reply in 12640)",1
Standard query response  AAAA googleads.g.doubleclick.net CNAME pagead46.l.doubleclick.net AAAA 2404:6800:4006:810::2002,1
Standard query response  AAAA d31qbv1cthcecs.cloudfront.net SOA ns-162.awsdns-20.com,1
Standard query response  A d31qbv1cthcecs.cloudfront.net A 13.32.73.104 A 13.32.73.93 A 13.32.73.117 A 13.32.73.71,1
Standard query  AAAA d31qbv1cthcecs.cloudfront.net,1
Standard query  A d31qbv1cthcecs.cloudfront.net,1
[TCP Dup ACK 104185#1]  [ACK],1
Standard query response  A securepubads.g.doubleclick.net CNAME partnerad.l.doubleclick.net A 172.217.25.34,1
Standard query response  AAAA securepubads.g.doubleclick.net CNAME partnerad.l.doubleclick.net SOA ns1.google.com,1
Standard query  AAAA securepubads.g.doubleclick.net,1
Standard query  A securepubads.g.doubleclick.net,1
[TCP Dup ACK 104073#1]  [ACK],1
Standard query response  AAAA partner.googleadservices.com CNAME partnerad.l.doubleclick.net SOA ns1.google.com,1
Standard query response  A partner.googleadservices.com CNAME partnerad.l.doubleclick.net A 172.217.25.162,1
Standard query response  AAAA connect.facebook.net CNAME scontent.xx.fbcdn.net AAAA 2a03:2880:f019:116:face:b00c:0:3,1
Standard query response  A connect.facebook.net CNAME scontent.xx.fbcdn.net A 157.240.8.23,1
Standard query  A www.googleadservices.com,1
Standard query response  AAAA www.googletagservices.com CNAME pagead46.l.doubleclick.net AAAA 2404:6800:4006:804::2002,1
Standard query response  A www.googletagservices.com CNAME pagead46.l.doubleclick.net A 172.217.167.66,1
[TCP Dup ACK 101236#1]  [ACK],1
Standard query response  A location.services.mozilla.com CNAME locprod1-elb-eu-west-1.prod.mozaws.net A 34.253.97.22 A 52.209.204.108 A 34.247.232.119,1
